    1    147.934      8.754 
    2    148.034      8.785 
    3    148.178      8.879 
    4    148.425      9.056 
    5    148.484      9.023 
    6    148.523      9.005 
    7    148.452      9.025 
    8    148.625      9.211 
    9    148.710      9.122 
   10    148.701      9.152 
   11    148.846      9.206 
   12    149.007      9.304 
   13    149.062      9.371 
   14    149.236      9.349 
   15    149.313      9.394 
   16    149.332      9.400 
   17    149.311      9.400 
   18    149.460      9.432 
   19    149.339      9.449 
   20    149.498      9.467 
   21    149.444      9.442 
   22    149.544      9.498 
   23    149.479      9.603 
   24    149.654      9.529 
   25    149.513      9.403 
   26    149.763      9.532 
   27    149.570      9.519 
   28    149.836      9.492 
   29    149.797      9.495 
   30    149.691      9.552 
   31    149.599      9.456 
   32    149.772      9.568 
   33    149.794      9.633 
   34    149.951      9.625 
   35    149.779      9.492 
   36    149.879      9.504 
   37    150.031      9.517 
   38    149.862      9.538 
   39    149.937      9.612 
   40    149.885      9.582 
   41    149.719      9.616 
   42    149.838      9.635 
   43    150.030      9.611 
   44    150.006      9.623 
   45    150.051      9.685 
   46    150.100      9.842 
   47    150.113      9.749 
   48    150.180      9.825 
   49    150.104      9.834 
   50    150.048      9.775 
