    1     14.339      2.529 
    2     14.445      2.610 
    3     14.379      2.572 
    4     14.464      2.584 
    5     14.491      2.608 
    6     14.430      2.575 
    7     14.380      2.522 
    8     14.387      2.636 
    9     14.380      2.593 
   10     14.463      2.618 
   11     14.444      2.601 
   12     14.471      2.589 
   13     14.364      2.547 
   14     14.436      2.610 
   15     14.373      2.592 
   16     14.391      2.582 
   17     14.462      2.673 
   18     14.329      2.632 
   19     14.340      2.615 
   20     14.450      2.701 
   21     14.457      2.657 
   22     14.491      2.651 
   23     14.437      2.637 
   24     14.400      2.654 
   25     14.375      2.655 
   26     14.357      2.646 
   27     14.505      2.670 
   28     14.286      2.531 
   29     14.342      2.607 
   30     14.360      2.668 
   31     14.394      2.650 
   32     14.374      2.615 
   33     14.322      2.657 
   34     14.360      2.642 
   35     14.367      2.640 
   36     14.326      2.616 
   37     14.341      2.593 
   38     14.352      2.568 
   39     14.330      2.704 
   40     14.430      2.666 
   41     14.339      2.581 
   42     14.389      2.602 
   43     14.299      2.641 
   44     14.408      2.641 
   45     14.340      2.599 
   46     14.438      2.675 
   47     14.352      2.632 
   48     14.242      2.621 
   49     14.339      2.620 
   50     14.312      2.603 
