   0.029    0.013    0.017    0.037    0.036    0.024    0.019    0.020    0.031    0.020    0.015    0.016    0.016    0.028    0.033    0.031    0.028    0.022    0.023    0.033    0.024    0.016    0.019    0.024    0.024    0.028    0.023    0.021    0.027    0.029    0.016    0.011    0.013    0.032    0.031    0.024    0.021    0.024    0.024    0.026    0.020    0.002    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.005    0.021  
   0.016    0.016    0.025    0.031    0.049    0.039    0.012    0.012    0.024    0.034    0.016    0.011    0.009    0.024    0.038    0.038    0.032    0.028    0.022    0.026    0.027    0.020    0.020    0.012    0.017    0.024    0.028    0.040    0.027    0.024    0.014    0.013    0.013    0.022    0.030    0.030    0.025    0.024    0.034    0.023    0.009    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.006    0.015  
   0.010    0.029    0.037    0.043    0.048    0.036    0.014    0.011    0.019    0.027    0.019    0.008    0.011    0.023    0.036    0.034    0.033    0.032    0.028    0.026    0.029    0.015    0.010    0.015    0.020    0.021    0.036    0.050    0.034    0.014    0.012    0.010    0.014    0.028    0.032    0.028    0.028    0.033    0.025    0.012    0.008    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.004    0.015    0.033    0.057    0.052    0.046    0.012    0.015    0.021    0.026    0.017    0.001    0.010    0.030    0.035    0.036    0.029    0.023    0.031    0.030    0.027    0.018    0.009    0.012    0.021    0.024    0.044    0.052    0.018    0.010    0.009    0.011    0.015    0.028    0.038    0.035    0.035    0.035    0.015    0.011    0.007    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.005    0.016    0.030    0.045    0.051    0.046    0.025    0.031    0.026    0.018    0.004    0.002    0.008    0.021    0.034    0.041    0.030    0.028    0.033    0.033    0.030    0.018    0.011    0.015    0.013    0.025    0.040    0.044    0.021    0.008    0.004    0.013    0.019    0.027    0.036    0.041    0.036    0.036    0.025    0.007    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.003    0.013    0.029    0.044    0.059    0.056    0.037    0.028    0.021    0.010    0.000    0.000    0.003    0.023    0.036    0.035    0.031    0.032    0.034    0.034    0.031    0.014    0.013    0.013    0.018    0.032    0.044    0.029    0.020    0.014    0.006    0.011    0.011    0.024    0.041    0.048    0.045    0.036    0.019    0.004    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.008    0.027    0.041    0.069    0.069    0.044    0.027    0.013    0.002    0.000    0.000    0.002    0.014    0.031    0.036    0.032    0.027    0.034    0.035    0.035    0.028    0.017    0.012    0.016    0.034    0.045    0.041    0.015    0.002    0.005    0.006    0.012    0.031    0.051    0.047    0.044    0.036    0.010    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.000    0.015    0.045    0.069    0.077    0.054    0.023    0.014    0.003    0.000    0.000    0.001    0.010    0.021    0.033    0.038    0.040    0.041    0.038    0.033    0.024    0.013    0.014    0.020    0.038    0.046    0.031    0.014    0.002    0.000    0.011    0.018    0.027    0.047    0.052    0.042    0.035    0.010    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.001    0.012    0.035    0.076    0.084    0.055    0.021    0.012    0.003    0.000    0.000    0.000    0.004    0.022    0.038    0.041    0.034    0.029    0.036    0.041    0.030    0.025    0.017    0.020    0.038    0.042    0.029    0.010    0.003    0.000    0.007    0.027    0.039    0.043    0.049    0.038    0.027    0.011    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.001    0.010    0.045    0.081    0.077    0.053    0.021    0.010    0.002    0.000    0.000    0.000    0.002    0.015    0.034    0.043    0.032    0.032    0.041    0.038    0.031    0.031    0.020    0.021    0.037    0.043    0.029    0.008    0.003    0.000    0.005    0.031    0.047    0.052    0.039    0.035    0.026    0.007    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.000    0.007    0.043    0.079    0.084    0.055    0.025    0.007    0.000    0.000    0.000    0.000    0.000    0.006    0.024    0.040    0.039    0.039    0.042    0.037    0.033    0.026    0.023    0.026    0.046    0.042    0.025    0.009    0.002    0.001    0.017    0.039    0.050    0.045    0.042    0.033    0.012    0.002    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.000    0.007    0.044    0.083    0.079    0.053    0.024    0.009    0.001    0.000    0.000    0.000    0.000    0.006    0.022    0.036    0.042    0.037    0.035    0.034    0.030    0.033    0.034    0.037    0.046    0.043    0.014    0.006    0.001    0.002    0.018    0.042    0.051    0.044    0.044    0.033    0.007    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.000    0.011    0.049    0.084    0.083    0.049    0.019    0.005    0.001    0.000    0.000    0.000    0.000    0.003    0.012    0.033    0.041    0.039    0.036    0.037    0.044    0.041    0.033    0.035    0.047    0.040    0.018    0.002    0.000    0.002    0.020    0.042    0.044    0.048    0.045    0.029    0.009    0.002    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.000    0.010    0.049    0.087    0.081    0.055    0.017    0.001    0.000    0.000    0.000    0.000    0.000    0.002    0.010    0.026    0.040    0.038    0.042    0.041    0.037    0.037    0.041    0.047    0.051    0.035    0.010    0.002    0.000    0.003    0.028    0.042    0.045    0.050    0.036    0.024    0.010    0.003    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
   0.000    0.000    0.011    0.050    0.081    0.081    0.051    0.019    0.006    0.000    0.000    0.000    0.000    0.000    0.000    0.006    0.026    0.040    0.038    0.038    0.041    0.042    0.047    0.042    0.043    0.049    0.040    0.006    0.000    0.000    0.003    0.027    0.046    0.055    0.043    0.034    0.024    0.008    0.001    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000    0.000  
